class_id	parent_class_id	pref_name	class_level	protein_class_desc
786	763.0	Type A influenza virus matrix-2 channel family	4	ion channel  other  misc  m2-c
787	670.0	Pore-forming toxins (proteins and peptides)	3	ion channel  other  toxin
789	670.0	Mitochondrial and plastid porin family	3	ion channel  other  mpp
790	789.0	Voltage-dependent anion-selective channel	4	ion channel  other  mpp  vdac
791	670.0	Nuclear pore complex family	3	ion channel  other  npc
792	670.0	Phospholemman family	3	ion channel  other  plm
793	670.0	Vesicle fusion pores	3	ion channel  other  vesicle
795	796.0	Claudin tight junction family	4	ion channel  other  paracellular  claudin
796	670.0	Paracellular channels	3	ion channel  other  paracellular
797	1006.0	Transmembrane 1-electron transfer carriers	2	transporter  1-electron
799	1032.0	4 TMS multidrug endosomal transporter family	3	transporter  electrochemical  met
800	1032.0	Amino acid-polyamine-organocation family	3	transporter  electrochemical  apc
801	1032.0	Arsenite-antimonite efflux family	3	transporter  electrochemical  arsb
802	1032.0	Drug/metabolite transporter superfamily	3	transporter  electrochemical  dmt
803	1032.0	Glycoside-pentoside-hexuronide:cation symporter family	3	transporter  electrochemical  gph
804	1032.0	Lysosomal cystine transporter family	3	transporter  electrochemical  lct
806	1032.0	Mitochondrial inner membrane K+/H+ and Ca2+/H+ exchanger family	3	transporter  electrochemical  letm1
807	1032.0	Mitochondrial pyruvate carrier family	3	transporter  electrochemical  mpc
808	1032.0	Mitochondrial tricarboxylate carrier family	3	transporter  electrochemical  mtc
809	1032.0	Monovalent cation:proton antiporter-2 family	3	transporter  electrochemical  cpa2
810	1032.0	Multidrug/oligosaccharidyl-lipid/polysaccharide flippase superfamily	3	transporter  electrochemical  mop
811	1032.0	Reduced folate carrier family	3	transporter  electrochemical  rfc
812	1032.0	Vitamin A receptor/transporter family	3	transporter  electrochemical  stra6
813	1027.0	Endoplasmic reticular retrotranslocon family	3	transporter  ntpase  errt
814	1027.0	General secretory pathway family	3	transporter  ntpase  sec
815	1027.0	Mitochondrial protein translocase family	3	transporter  ntpase  mpt
816	1027.0	Nuclear mRNA exporter family	3	transporter  ntpase  nrna-e
817	1027.0	Peroxisomal protein importer family	3	transporter  ntpase  ppi
818	1027.0	TMS recognition/insertion complex family	3	transporter  ntpase  trc
823	1032.0	Aromatic acid:H+ symporter family	3	transporter  electrochemical  aahs
824	1032.0	Vesicular neurotransmitter transporter family	3	transporter  electrochemical  vnt
825	0.0	Auxiliary transport protein	1	auxiliary transport protein
826	825.0	Voltage-gated potassium channel beta-subunit family	2	auxiliary transport protein  kv beta
827	825.0	Basigin family	2	auxiliary transport protein  basigin
828	825.0	Ankyrin family	2	auxiliary transport protein  ankyrin
829	825.0	Slow voltage-gated potassium channel accessory protein family	2	auxiliary transport protein  mink
830	825.0	Fatty acid binding protein family	2	auxiliary transport protein  fabp
831	825.0	Calcium-activated potassium channel auxiliary subunit slowpoke-beta family	2	auxiliary transport protein  slo beta
832	825.0	Calcium channel auxiliary subunit gamma family	2	auxiliary transport protein  ca gamma
833	825.0	Calcium channel auxiliary subunit beta family	2	auxiliary transport protein  ca beta
834	825.0	Calcium channel auxiliary subunit alpha2delta family	2	auxiliary transport protein  ca alpha2delta
835	825.0	Sodium channel auxiliary subunit beta family	2	auxiliary transport protein  na beta
836	0.0	Epigenetic regulator	1	epigenetic regulator
837	836.0	Reader	2	epigenetic regulator  reader
838	836.0	Writer	2	epigenetic regulator  writer
839	836.0	Eraser	2	epigenetic regulator  eraser
840	839.0	Histone deacetylase	3	epigenetic regulator  eraser  hdac
841	840.0	HDAC class I	4	epigenetic regulator  eraser  hdac  hdac class i
842	840.0	HDAC class IIa	4	epigenetic regulator  eraser  hdac  hdac class iia
843	840.0	HDAC class IIb	4	epigenetic regulator  eraser  hdac  hdac class iib
844	840.0	HDAC class III	4	epigenetic regulator  eraser  hdac  hdac class iii
845	840.0	HDAC class IV	4	epigenetic regulator  eraser  hdac  hdac class iv
846	839.0	Lysine demethylase	3	epigenetic regulator  eraser  kdm
847	846.0	Lysine-specific demethylase	4	epigenetic regulator  eraser  kdm  lsd
848	846.0	Jumonji domain-containing	4	epigenetic regulator  eraser  kdm  jumonji
849	838.0	Histone acetyltransferase	3	epigenetic regulator  writer  hat
850	849.0	MYST family	4	epigenetic regulator  writer  hat  myst
851	849.0	GNAT family	4	epigenetic regulator  writer  hat  gnat
852	849.0	p300/CBP family	4	epigenetic regulator  writer  hat  p300 cbp
853	838.0	Protein methyltransferase	3	epigenetic regulator  writer  pmt
854	853.0	Protein arginine methyltransferase	4	epigenetic regulator  writer  pmt  prmt
855	853.0	PR domain	4	epigenetic regulator  writer  pmt  prdm
856	853.0	SET domain	4	epigenetic regulator  writer  pmt  set
857	837.0	Bromodomain	3	epigenetic regulator  reader  brd
858	837.0	Methyl-lysine/arginine binding protein	3	epigenetic regulator  reader  methyl-lysine
859	837.0	Plant homeodomain	3	epigenetic regulator  reader  phd
860	858.0	Tudor domain	4	epigenetic regulator  reader  methyl-lysine  tudor
861	858.0	MBT domain	4	epigenetic regulator  reader  methyl-lysine  mbt
862	858.0	Chromodomain	4	epigenetic regulator  reader  methyl-lysine  chromo
863	858.0	WDR domain	4	epigenetic regulator  reader  methyl-lysine  wdr
864	858.0	PWWP domain	4	epigenetic regulator  reader  methyl-lysine  pwwp
883	825.0	Calcium-activated potassium channel auxiliary subunit gamma family	2	auxiliary transport protein  bk gamma
886	849.0	SRC family	4	epigenetic regulator  writer  hat  src
889	838.0	DNA methyltransferase	3	epigenetic regulator  writer  dnmt
890	1264.0	Soluble guanylate cyclase	4	enzyme  lyase  guanylate cyclase  soluble guanylate cyclase
894	837.0	Methyl-CpG-binding domain	3	epigenetic regulator  reader  mbd
903	1079.0	Serine protease SJ clan	4	enzyme  protease  serine  sj
904	1079.0	Serine protease SK clan	4	enzyme  protease  serine  sk
905	1079.0	Serine protease ST clan	4	enzyme  protease  serine  st
906	1079.0	Serine protease SO clan	4	enzyme  protease  serine  so
907	1079.0	Serine protease SP clan	4	enzyme  protease  serine  sp
908	1079.0	Serine protease SS clan	4	enzyme  protease  serine  ss
909	1136.0	Serine protease S1C subfamily	5	enzyme  protease  serine  pas  s1c
910	905.0	Serine protease S54 family	5	enzyme  protease  serine  st  s54
911	903.0	Serine protease S16 family	5	enzyme  protease  serine  sj  s16
912	904.0	Serine protease S14 family	5	enzyme  protease  serine  sk  s14
913	1122.0	Serine protease S26B subfamily	5	enzyme  protease  serine  sf  s26b
914	1122.0	Serine protease S26C subfamily	5	enzyme  protease  serine  sf  s26c
915	1120.0	Serine protease S9C subfamily	5	enzyme  protease  serine  sc  s9c
916	1130.0	Metallo protease M3 family	5	enzyme  protease  metallo  mae  m3
917	1114.0	Metallo protease M14C subfamily	5	enzyme  protease  metallo  mc  m14c
918	1114.0	Metallo protease M14D subfamily	5	enzyme  protease  metallo  mc  m14d
919	1081.0	Metallo protease MD clan	4	enzyme  protease  metallo  md
920	919.0	Metallo protease M15 family	5	enzyme  protease  metallo  md  m15
921	920.0	Metallo protease M15D subfamily	6	enzyme  protease  metallo  md  m15  m15d
922	1081.0	Metallo protease MP clan	4	enzyme  protease  metallo  mp
923	922.0	Metallo protease M67 family	5	enzyme  protease  metallo  mp  m67
924	923.0	Metallo protease M67A subfamily	6	enzyme  protease  metallo  mp  m67  m67a
925	1137.0	Threonine protease T1B subfamily	5	enzyme  protease  threonine  pbt  t1b
926	1087.0	Cysteine protease CE clan	4	enzyme  protease  cysteine  ce
927	926.0	Cysteine protease C48 family	5	enzyme  protease  cysteine  ce  c48
928	1110.0	Cysteine protease C1 family	5	enzyme  protease  cysteine  ca  c1
929	1031.0	Cytochrome P450 family 27	3	enzyme  cytochrome p450  cyp_27
930	929.0	Cytochrome P450 family 27A	4	enzyme  cytochrome p450  cyp_27  cyp_27a
931	929.0	Cytochrome P450 family 27B	4	enzyme  cytochrome p450  cyp_27  cyp_27b
932	1182.0	Cytochrome P450 2B11	5	enzyme  cytochrome p450  cyp_2  cyp_2b  cyp_2b11
933	1182.0	Cytochrome P450 2B10	5	enzyme  cytochrome p450  cyp_2  cyp_2b  cyp_2b10
934	1182.0	Cytochrome P450 2B4	5	enzyme  cytochrome p450  cyp_2  cyp_2b  cyp_2b4
935	1183.0	Cytochrome P450 2C5	5	enzyme  cytochrome p450  cyp_2  cyp_2c  cyp_2c5
936	1183.0	Cytochrome P450 2C6	5	enzyme  cytochrome p450  cyp_2  cyp_2c  cyp_2c6
937	1184.0	Cytochrome P450 2D15	5	enzyme  cytochrome p450  cyp_2  cyp_2d  cyp_2d15
938	1184.0	Cytochrome P450 2D4	5	enzyme  cytochrome p450  cyp_2  cyp_2d  cyp_2d4
939	1186.0	Cytochrome P450 3A12	5	enzyme  cytochrome p450  cyp_3  cyp_3a  cyp_3a12
940	1186.0	Cytochrome P450 3A11	5	enzyme  cytochrome p450  cyp_3  cyp_3a  cyp_3a11
941	1186.0	Cytochrome P450 3A6	5	enzyme  cytochrome p450  cyp_3  cyp_3a  cyp_3a6
942	930.0	Cytochrome P450 27A1	5	enzyme  cytochrome p450  cyp_27  cyp_27a  cyp_27a1
943	931.0	Cytochrome P450 27B1	5	enzyme  cytochrome p450  cyp_27  cyp_27a  cyp_27b1
944	1057.0	Cytochrome P450 family 4X	4	enzyme  cytochrome p450  cyp_4  cyp_4x
945	944.0	Cytochrome P450 4X1	5	enzyme  cytochrome p450  cyp_4  cyp_4x  cyp_4x1
946	1301.0	CK1 protein kinase VRK family	5	enzyme  kinase  protein kinase  ck1  vrk
947	1136.0	Serine protease S1E subfamily	5	enzyme  protease  serine  pas  s1e
966	837.0	Spindlin domain	3	epigenetic regulator  reader  spindlin
967	837.0	YEATS domain	3	epigenetic regulator  reader  yeats
1005	0.0	Ion channel	1	ion channel
1006	0.0	Transporter	1	transporter
1014	1024.0	IP3 receptor	3	ion channel  lgic  ip3
1015	667.0	Inwardly rectifying potassium channel	4	ion channel  vgc  k  kir
1016	1024.0	Ryanodine receptor	3	ion channel  lgic  ryr
1018	1019.0	Transient receptor potential channel	3	ion channel  vgc  trp
1019	1005.0	Voltage-gated ion channel	2	ion channel  vgc
1020	11.0	Family A G protein-coupled receptor	2	membrane receptor  7tm1
1021	11.0	Family B G protein-coupled receptor	2	membrane receptor  7tm2
1022	11.0	Family C G protein-coupled receptor	2	membrane receptor  7tm3
1023	1024.0	Acid-sensing ion channel	3	ion channel  lgic  asic
1024	1005.0	Ligand-gated ion channel	2	ion channel  lgic
1027	1006.0	Primary active transporter	2	transporter  ntpase
1028	1.0	Protease	2	enzyme  protease
1030	1.0	Phosphatase	2	enzyme  phosphatase
1031	1.0	Cytochrome P450	2	enzyme  cytochrome p450
1032	1006.0	Electrochemical transporter	2	transporter  electrochemical
1033	12.0	Nuclear receptor	2	transcription factor  nuclear receptor
1034	1.0	Phosphodiesterase	2	enzyme  phosphodiesterase
1035	1.0	Aminoacyltransferase	2	enzyme  aminoacyltransferase
1038	1022.0	Ion receptor (family C GPCR)	3	membrane receptor  7tm3  ion
1040	1033.0	Nuclear hormone receptor subfamily 0	3	transcription factor  nuclear receptor  nr0
1041	1033.0	Nuclear hormone receptor subfamily 1	3	transcription factor  nuclear receptor  nr1
1042	1033.0	Nuclear hormone receptor subfamily 2	3	transcription factor  nuclear receptor  nr2
1043	1033.0	Nuclear hormone receptor subfamily 3	3	transcription factor  nuclear receptor  nr3
1044	1033.0	Nuclear hormone receptor subfamily 4	3	transcription factor  nuclear receptor  nr4
1045	1033.0	Nuclear hormone receptor subfamily 5	3	transcription factor  nuclear receptor  nr5
1046	1033.0	Nuclear hormone receptor subfamily 6	3	transcription factor  nuclear receptor  nr6
1047	1024.0	P2X receptor	3	ion channel  lgic  p2x
1053	1024.0	Ionotropic glutamate receptor	3	ion channel  lgic  glut
1054	1031.0	Cytochrome P450 family 1	3	enzyme  cytochrome p450  cyp_1
1055	1031.0	Cytochrome P450 family 2	3	enzyme  cytochrome p450  cyp_2
1056	1031.0	Cytochrome P450 family 3	3	enzyme  cytochrome p450  cyp_3
1057	1031.0	Cytochrome P450 family 4	3	enzyme  cytochrome p450  cyp_4
1058	1031.0	Cytochrome P450 family 5	3	enzyme  cytochrome p450  cyp_5
1059	1031.0	Cytochrome P450 family 7	3	enzyme  cytochrome p450  cyp_7
1060	1031.0	Cytochrome P450 family 8	3	enzyme  cytochrome p450  cyp_8
1061	1034.0	Phosphodiesterase 1	3	enzyme  phosphodiesterase  pde_1
1062	1034.0	Phosphodiesterase 2	3	enzyme  phosphodiesterase  pde_2
1063	1034.0	Phosphodiesterase 3	3	enzyme  phosphodiesterase  pde_3
1064	1034.0	Phosphodiesterase 4	3	enzyme  phosphodiesterase  pde_4
1065	1034.0	Phosphodiesterase 5	3	enzyme  phosphodiesterase  pde_5
1066	1034.0	Phosphodiesterase 6	3	enzyme  phosphodiesterase  pde_6
1067	1034.0	Phosphodiesterase 7	3	enzyme  phosphodiesterase  pde_7
1068	1034.0	Phosphodiesterase 8	3	enzyme  phosphodiesterase  pde_8
1069	1034.0	Phosphodiesterase 9	3	enzyme  phosphodiesterase  pde_9
1070	1031.0	Cytochrome P450 family 11	3	enzyme  cytochrome p450  cyp_11
1071	1031.0	Cytochrome P450 family 17	3	enzyme  cytochrome p450  cyp_17
1072	1031.0	Cytochrome P450 family 19	3	enzyme  cytochrome p450  cyp_19
1073	1031.0	Cytochrome P450 family 21	3	enzyme  cytochrome p450  cyp_21
1074	1031.0	Cytochrome P450 family 24	3	enzyme  cytochrome p450  cyp_24
1075	1031.0	Cytochrome P450 family 26	3	enzyme  cytochrome p450  cyp_26
1076	1031.0	Cytochrome P450 family 51	3	enzyme  cytochrome p450  cyp_51
1077	1034.0	Phosphodiesterase 10	3	enzyme  phosphodiesterase  pde_10
1078	1034.0	Phosphodiesterase 11	3	enzyme  phosphodiesterase  pde_11
1079	1028.0	Serine protease	3	enzyme  protease  serine
1081	1028.0	Metallo protease	3	enzyme  protease  metallo
1082	1020.0	Peptide receptor (family A GPCR)	3	membrane receptor  7tm1  peptide
1083	1021.0	Peptide receptor (family B GPCR)	3	membrane receptor  7tm2  peptide
1084	1028.0	Protease unclassified	3	enzyme  protease  unknown
1085	1028.0	Aspartic protease	3	enzyme  protease  aspartic
1087	1028.0	Cysteine protease	3	enzyme  protease  cysteine
1088	1020.0	Small molecule receptor (family A GPCR)	3	membrane receptor  7tm1  smallmol
1089	1022.0	Small molecule receptor (family C GPCR)	3	membrane receptor  7tm3  smallmol
1090	1028.0	Protease inhibitor	3	enzyme  protease  inhibitor
1091	1028.0	Threonine protease	3	enzyme  protease  threonine
1096	745.0	F-type ATPase	4	transporter  ntpase  f-type and v-type  f-type atpase
1098	1027.0	P-type ATPase	3	transporter  ntpase  p-type atpase
1100	6.0	Protein Kinase	3	enzyme  kinase  protein kinase
1103	1030.0	Protein Phosphatase	3	enzyme  phosphatase  protein phosphatase
1104	1027.0	ATP-binding cassette	3	transporter  ntpase  atp binding cassette
1106	1085.0	Aspartic protease AA clan	4	enzyme  protease  aspartic  aa
1107	1085.0	Aspartic protease AD clan	4	enzyme  protease  aspartic  ad
1108	1085.0	Aspartic protease AF clan	4	enzyme  protease  aspartic  af
1109	1087.0	Cysteine protease CM clan	4	enzyme  protease  cysteine  cm
1110	1087.0	Cysteine protease CA clan	4	enzyme  protease  cysteine  ca
1111	1087.0	Cysteine protease CD clan	4	enzyme  protease  cysteine  cd
1112	1090.0	Protease inhibitor unclassified clan	4	enzyme  protease  inhibitor  i-
1113	1081.0	Metallo protease unclassified clan	4	enzyme  protease  metallo  m-
1114	1081.0	Metallo protease MC clan	4	enzyme  protease  metallo  mc
1115	1081.0	Metallo protease MF clan	4	enzyme  protease  metallo  mf
1116	1081.0	Metallo protease MG clan	4	enzyme  protease  metallo  mg
1117	1081.0	Metallo protease MH clan	4	enzyme  protease  metallo  mh
1118	1081.0	Metallo protease MJ clan	4	enzyme  protease  metallo  mj
1119	1079.0	Serine protease SB clan	4	enzyme  protease  serine  sb
1120	1079.0	Serine protease SC clan	4	enzyme  protease  serine  sc
1121	1079.0	Serine protease SE clan	4	enzyme  protease  serine  se
1122	1079.0	Serine protease SF clan	4	enzyme  protease  serine  sf
1123	1079.0	Serine protease SH clan	4	enzyme  protease  serine  sh
1124	1079.0	Serine protease SR clan	4	enzyme  protease  serine  sr
1125	1084.0	Protease unclassified U family	4	enzyme  protease  unknown  u-
1126	1024.0	Nicotinic acetylcholine receptor	3	ion channel  lgic  ach
1127	1024.0	Glycine receptor	3	ion channel  lgic  gly
1130	1081.0	Metallo protease MAE clan	4	enzyme  protease  metallo  mae
1131	1081.0	Metallo protease MAM clan	4	enzyme  protease  metallo  mam
1132	1104.0	ABCB subfamily	4	transporter  ntpase  atp binding cassette  mdr
1133	1104.0	ABCC subfamily	4	transporter  ntpase  atp binding cassette  mrp
1135	1087.0	Cysteine protease PAC clan	4	enzyme  protease  cysteine  pac
1136	1079.0	Serine protease PA clan	4	enzyme  protease  serine  pas
1137	1091.0	Threonine protease PBT clan	4	enzyme  protease  threonine  pbt
1138	1087.0	Cysteine protease PCC clan	4	enzyme  protease  cysteine  pcc
1144	1024.0	5HT3 receptor	3	ion channel  lgic  5ht3
1145	1053.0	AMPA receptor	4	ion channel  lgic  glut  ampa
1146	676.0	Cystic fibrosis transmembrane conductance regulator	4	ion channel  other  chloride  cftr
1149	1053.0	Glutamate receptor ionotropic delta-1	4	ion channel  lgic  glut  grid
1150	1053.0	NMDA receptor	4	ion channel  lgic  glut  nmda
1152	1040.0	Nuclear hormone receptor subfamily 0 group B	4	transcription factor  nuclear receptor  nr0  nr0b
1153	1041.0	Nuclear hormone receptor subfamily 1 group A	4	transcription factor  nuclear receptor  nr1  nr1a
1154	1041.0	Nuclear hormone receptor subfamily 1 group B	4	transcription factor  nuclear receptor  nr1  nr1b
1155	1041.0	Nuclear hormone receptor subfamily 1 group C	4	transcription factor  nuclear receptor  nr1  nr1c
1156	1041.0	Nuclear hormone receptor subfamily 1 group D	4	transcription factor  nuclear receptor  nr1  nr1d
1157	1041.0	Nuclear hormone receptor subfamily 1 group F	4	transcription factor  nuclear receptor  nr1  nr1f
1158	1041.0	Nuclear hormone receptor subfamily 1 group H	4	transcription factor  nuclear receptor  nr1  nr1h
1159	1041.0	Nuclear hormone receptor subfamily 1 group I	4	transcription factor  nuclear receptor  nr1  nr1i
1160	1042.0	Nuclear hormone receptor subfamily 2 group A	4	transcription factor  nuclear receptor  nr2  nr2a
1161	1042.0	Nuclear hormone receptor subfamily 2 group B	4	transcription factor  nuclear receptor  nr2  nr2b
1162	1042.0	Nuclear hormone receptor subfamily 2 group C	4	transcription factor  nuclear receptor  nr2  nr2c
1163	1042.0	Nuclear hormone receptor subfamily 2 group E	4	transcription factor  nuclear receptor  nr2  nr2e
1164	1042.0	Nuclear hormone receptor subfamily 2 group F	4	transcription factor  nuclear receptor  nr2  nr2f
1165	1043.0	Nuclear hormone receptor subfamily 3 group A	4	transcription factor  nuclear receptor  nr3  nr3a
1166	1043.0	Nuclear hormone receptor subfamily 3 group B	4	transcription factor  nuclear receptor  nr3  nr3b
1167	1043.0	Nuclear hormone receptor subfamily 3 group C	4	transcription factor  nuclear receptor  nr3  nr3c
1168	1044.0	Nuclear hormone receptor subfamily 4 group A	4	transcription factor  nuclear receptor  nr4  nr4a
1169	1045.0	Nuclear hormone receptor subfamily 5 group A	4	transcription factor  nuclear receptor  nr5  nr5a
1170	1046.0	Nuclear hormone receptor subfamily 6 group A	4	transcription factor  nuclear receptor  nr6  nr6a
1173	1024.0	GABA-A receptor	3	ion channel  lgic  gabaa
1175	1098.0	Calcium ATPase	4	transporter  ntpase  p-type atpase  ca atpase
1178	1019.0	Cyclic nucleotide-regulated channel	3	ion channel  vgc  c-gmp
1179	1054.0	Cytochrome P450 family 1A	4	enzyme  cytochrome p450  cyp_1  cyp_1a
1180	1054.0	Cytochrome P450 family 1B	4	enzyme  cytochrome p450  cyp_1  cyp_1b
1181	1055.0	Cytochrome P450 family 2A	4	enzyme  cytochrome p450  cyp_2  cyp_2a
1182	1055.0	Cytochrome P450 family 2B	4	enzyme  cytochrome p450  cyp_2  cyp_2b
1183	1055.0	Cytochrome P450 family 2C	4	enzyme  cytochrome p450  cyp_2  cyp_2c
1184	1055.0	Cytochrome P450 family 2D	4	enzyme  cytochrome p450  cyp_2  cyp_2d
1185	1055.0	Cytochrome P450 family 2E	4	enzyme  cytochrome p450  cyp_2  cyp_2e
1186	1056.0	Cytochrome P450 family 3A	4	enzyme  cytochrome p450  cyp_3  cyp_3a
1187	1057.0	Cytochrome P450 family 4A	4	enzyme  cytochrome p450  cyp_4  cyp_4a
1188	1057.0	Cytochrome P450 family 4F	4	enzyme  cytochrome p450  cyp_4  cyp_4f
1189	1058.0	Cytochrome P450 family 5A	4	enzyme  cytochrome p450  cyp_5  cyp_5a
1190	1059.0	Cytochrome P450 family 7A	4	enzyme  cytochrome p450  cyp_7  cyp_7a
1191	1060.0	Cytochrome P450 family 8A	4	enzyme  cytochrome p450  cyp_8  cyp_8a
1218	1070.0	Cytochrome P450 family 11A	4	enzyme  cytochrome p450  cyp_11  cyp_11a
1219	1070.0	Cytochrome P450 family 11B	4	enzyme  cytochrome p450  cyp_11  cyp_11b
1220	1071.0	Cytochrome P450 family 17A	4	enzyme  cytochrome p450  cyp_17  cyp_17a
1221	1072.0	Cytochrome P450 family 19A	4	enzyme  cytochrome p450  cyp_19  cyp_19a
1222	1073.0	Cytochrome P450 family 21A	4	enzyme  cytochrome p450  cyp_21  cyp_21a
1223	1074.0	Cytochrome P450 family 24A	4	enzyme  cytochrome p450  cyp_24  cyp_24a
1224	1075.0	Cytochrome P450 family 26A	4	enzyme  cytochrome p450  cyp_26  cyp_26a
1225	1076.0	Cytochrome P450 family 51A	4	enzyme  cytochrome p450  cyp_51  cyp_51a
1226	1053.0	Kainate receptor	4	ion channel  lgic  glut  kainate
1235	745.0	V-type ATPase	4	transporter  ntpase  f-type and v-type  v-type atpase
1251	1083.0	Glucagon-like receptor	4	membrane receptor  7tm2  peptide  glucagon-like
1253	1082.0	Short peptide receptor (family A GPCR)	4	membrane receptor  7tm1  peptide  short peptide
1256	1083.0	Calcitonin-like receptor	4	membrane receptor  7tm2  peptide  calcitonin-like
1259	1089.0	Neurotransmitter receptor (family C GPCR)	4	membrane receptor  7tm3  smallmol  neurotransmitter
1264	648.0	Guanylate cyclase	3	enzyme  lyase  guanylate cyclase
1265	1082.0	Chemokine receptor	4	membrane receptor  7tm1  peptide  chemokine receptor
1266	1088.0	Monoamine receptor	4	membrane receptor  7tm1  smallmol  monoamine receptor
1267	1088.0	Monoamine-derivative receptor (family A GPCR)	4	membrane receptor  7tm1  smallmol  monoamine-derivative
1268	1082.0	Glycohormone receptor	4	membrane receptor  7tm1  peptide  glycohormone receptor
1269	1082.0	Anaphylatoxin receptor family	4	membrane receptor  7tm1  peptide  anaphylatoxin receptor
1270	1082.0	Chemokine receptor-like	4	membrane receptor  7tm1  peptide  chemokine receptor-like
1271	1038.0	Calcium sensing receptor	4	membrane receptor  7tm3  ion  calcium sensing receptor
1272	1088.0	Nucleotide-like receptor (family A GPCR)	4	membrane receptor  7tm1  smallmol  nucleotide-like receptor
1273	1088.0	Lipid-like ligand receptor (family A GPCR)	4	membrane receptor  7tm1  smallmol  lipid-like ligand receptor
1274	1082.0	Protease-activated receptor	4	membrane receptor  7tm1  peptide  protease-activated receptor
1275	1083.0	Parathyroid hormone receptor	4	membrane receptor  7tm2  peptide  parathyroid hormone receptor
1277	1083.0	Vasoactive intestinal peptide receptor	4	membrane receptor  7tm2  peptide  vasoactive intestinal peptide receptor
1278	1083.0	Corticotropin releasing factor receptor	4	membrane receptor  7tm2  peptide  corticotropin releasing factor receptor
1285	1100.0	TK protein kinase group	4	enzyme  kinase  protein kinase  tk
1289	1100.0	AGC protein kinase group	4	enzyme  kinase  protein kinase  agc
1301	1100.0	CK1 protein kinase group	4	enzyme  kinase  protein kinase  ck1
1315	1264.0	Receptor guanylate cyclase	4	enzyme  lyase  guanylate cyclase  receptor guanylate cyclase
1331	1100.0	STE protein kinase group	4	enzyme  kinase  protein kinase  ste
1334	1100.0	TKL protein kinase group	4	enzyme  kinase  protein kinase  tkl
1339	1100.0	CAMK protein kinase group	4	enzyme  kinase  protein kinase  camk
1452	1100.0	Atypical protein kinase group	4	enzyme  kinase  protein kinase  atypical
1583	1019.0	Voltage-gated calcium channel	3	ion channel  vgc  vg ca
1590	1019.0	Voltage-gated sodium channel	3	ion channel  vgc  vg na
1614	1285.0	Tyrosine protein kinase DDR family	5	enzyme  kinase  protein kinase  tk  ddr
1618	1289.0	AGC protein kinase GRK family	5	enzyme  kinase  protein kinase  agc  grk
1623	1334.0	TKL protein kinase MLK family	5	enzyme  kinase  protein kinase  tkl  mlk
1629	158.0	Other protein kinase PEK family	5	enzyme  kinase  protein kinase  other  pek
1638	1334.0	TKL protein kinase RAF family	5	enzyme  kinase  protein kinase  tkl  raf
1640	148.0	CMGC protein kinase RCK family	5	enzyme  kinase  protein kinase  cmgc  rck
1647	1452.0	Atypical protein kinase RIO family	5	enzyme  kinase  protein kinase  atypical  rio
1648	1289.0	AGC protein kinase RSK family	5	enzyme  kinase  protein kinase  agc  rsk
1649	1285.0	Tyrosine protein kinase Sev family	5	enzyme  kinase  protein kinase  tk  sev
1657	158.0	Other protein kinase TLK family	5	enzyme  kinase  protein kinase  other  tlk
1664	1452.0	Atypical protein kinase ABC1 family	5	enzyme  kinase  protein kinase  atypical  abc1
1668	1289.0	AGC protein kinase DMPK family	5	enzyme  kinase  protein kinase  agc  dmpk
1669	148.0	CMGC protein kinase DYRK family	5	enzyme  kinase  protein kinase  cmgc  dyrk
1674	1334.0	TKL protein kinase IRAK family	5	enzyme  kinase  protein kinase  tkl  irak
1678	1334.0	TKL protein kinase LISK family	5	enzyme  kinase  protein kinase  tkl  lisk
1682	1289.0	AGC protein kinase MAST family	5	enzyme  kinase  protein kinase  agc  mast
1684	1285.0	Tyrosine protein kinase Musk family	5	enzyme  kinase  protein kinase  tk  musk
1686	158.0	Other protein kinase NKF4 family	5	enzyme  kinase  protein kinase  other  nkf4
1690	1339.0	CAMK protein kinase RSKb family	5	enzyme  kinase  protein kinase  camk  rskb
1693	1334.0	TKL protein kinase STKR family	5	enzyme  kinase  protein kinase  tkl  stkr
1701	158.0	Other protein kinase CAMKK family	5	enzyme  kinase  protein kinase  other  camkk
1702	1339.0	CAMK protein kinase CAMK1 family	5	enzyme  kinase  protein kinase  camk  camkl
1710	1339.0	CAMK protein kinase DCAMK1 family	5	enzyme  kinase  protein kinase  camk  dcamkl
1713	1339.0	CAMK protein kinase MAPKAPK family	5	enzyme  kinase  protein kinase  camk  mapkapk
1714	1331.0	STE protein kinase unique family	5	enzyme  kinase  protein kinase  ste  ste-unique
1715	1339.0	CAMK protein kinase unique family	5	enzyme  kinase  protein kinase  camk  camk-unique
